PlanetsAspect,PlanetX,PlanetY,Aspect,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_CH_a0,Ceres,Chiron,Conjunction,7,5,12,0.58,0.42
CE_CH_a103,Ceres,Chiron,BiSeptile,12,8,20,0.6,0.4
CE_CH_a120,Ceres,Chiron,Trine,22,33,55,0.4,0.6
CE_CH_a135,Ceres,Chiron,SesquiSquare,17,31,48,0.35,0.65
CE_CH_a144,Ceres,Chiron,BiQuintile,34,38,72,0.47,0.53
CE_CH_a150,Ceres,Chiron,Quincunx,17,13,30,0.57,0.43
CE_CH_a180,Ceres,Chiron,Opposition,1,7,8,0.12,0.88
CE_CH_a30,Ceres,Chiron,SemiSextile,40,40,80,0.5,0.5
CE_CH_a36,Ceres,Chiron,SemiQuintile,52,54,106,0.49,0.51
CE_CH_a45,Ceres,Chiron,SemiSquare,17,10,27,0.63,0.37
CE_CH_a60,Ceres,Chiron,Sextile,47,50,97,0.48,0.52
CE_CH_a72,Ceres,Chiron,Quintile,8,15,23,0.35,0.65
CE_CH_a90,Ceres,Chiron,Square,7,14,21,0.33,0.67
CE_JU_a0,Ceres,Jupiter,Conjunction,14,10,24,0.58,0.42
CE_JU_a103,Ceres,Jupiter,BiSeptile,34,30,64,0.53,0.47
CE_JU_a120,Ceres,Jupiter,Trine,4,5,9,0.44,0.56
CE_JU_a135,Ceres,Jupiter,SesquiSquare,3,5,8,0.38,0.62
CE_JU_a144,Ceres,Jupiter,BiQuintile,3,4,7,0.43,0.57
CE_JU_a150,Ceres,Jupiter,Quincunx,5,2,7,0.71,0.29
CE_JU_a180,Ceres,Jupiter,Opposition,12,15,27,0.44,0.56
CE_JU_a30,Ceres,Jupiter,SemiSextile,20,17,37,0.54,0.46
CE_JU_a36,Ceres,Jupiter,SemiQuintile,47,29,76,0.62,0.38
CE_JU_a45,Ceres,Jupiter,SemiSquare,37,44,81,0.46,0.54
CE_JU_a60,Ceres,Jupiter,Sextile,8,18,26,0.31,0.69
CE_JU_a72,Ceres,Jupiter,Quintile,7,15,22,0.32,0.68
CE_JU_a90,Ceres,Jupiter,Square,33,30,63,0.52,0.48
CE_NE_a0,Ceres,Neptune,Conjunction,4,9,13,0.31,0.69
CE_NE_a103,Ceres,Neptune,BiSeptile,28,33,61,0.46,0.54
CE_NE_a120,Ceres,Neptune,Trine,10,9,19,0.53,0.47
CE_NE_a135,Ceres,Neptune,SesquiSquare,11,7,18,0.61,0.39
CE_NE_a144,Ceres,Neptune,BiQuintile,30,26,56,0.54,0.46
CE_NE_a150,Ceres,Neptune,Quincunx,15,32,47,0.32,0.68
CE_NE_a180,Ceres,Neptune,Opposition,7,13,20,0.35,0.65
CE_NE_a30,Ceres,Neptune,SemiSextile,9,15,24,0.38,0.62
