PlanetZodSign,Planet,ZodSign,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_ARI,Ceres,Aries,134,150,284,0.47,0.53
CE_Z02_TAU,Ceres,Taurus,100,142,242,0.41,0.59
CE_Z03_GEM,Ceres,Gemini,36,36,72,0.5,0.5
CE_Z04_CAN,Ceres,Cancer,35,41,76,0.46,0.54
CE_Z05_LEO,Ceres,Leo,127,150,277,0.46,0.54
CE_Z06_VIR,Ceres,Virgo,27,43,70,0.39,0.61
CE_Z07_LIB,Ceres,Libra,38,28,66,0.58,0.42
CE_Z08_SCO,Ceres,Scorpio,51,62,113,0.45,0.55
CE_Z09_SAG,Ceres,Sagittarius,188,180,368,0.51,0.49
CE_Z10_CAP,Ceres,Capricorn,103,143,246,0.42,0.58
CE_Z11_AQU,Ceres,Aquarius,159,178,337,0.47,0.53
CE_Z12_PIS,Ceres,Pisces,173,165,338,0.51,0.49
CH_Z01_ARI,Chiron,Aries,495,542,1037,0.48,0.52
CH_Z12_PIS,Chiron,Pisces,676,776,1452,0.47,0.53
JN_Z01_ARI,Juno,Aries,23,41,64,0.36,0.64
JN_Z02_TAU,Juno,Taurus,88,112,200,0.44,0.56
JN_Z03_GEM,Juno,Gemini,43,50,93,0.46,0.54
JN_Z04_CAN,Juno,Cancer,41,39,80,0.51,0.49
JN_Z05_LEO,Juno,Leo,171,158,329,0.52,0.48
JN_Z06_VIR,Juno,Virgo,64,88,152,0.42,0.58
JN_Z07_LIB,Juno,Libra,220,215,435,0.51,0.49
JN_Z08_SCO,Juno,Scorpio,170,217,387,0.44,0.56
JN_Z09_SAG,Juno,Sagittarius,134,166,300,0.45,0.55
JN_Z10_CAP,Juno,Capricorn,158,158,316,0.5,0.5
JN_Z11_AQU,Juno,Aquarius,32,37,69,0.46,0.54
JN_Z12_PIS,Juno,Pisces,27,37,64,0.42,0.58
JU_Z05_LEO,Jupiter,Leo,166,160,326,0.51,0.49
JU_Z06_VIR,Jupiter,Virgo,171,224,395,0.43,0.57
JU_Z07_LIB,Jupiter,Libra,188,208,396,0.47,0.53
JU_Z08_SCO,Jupiter,Scorpio,178,216,394,0.45,0.55
JU_Z09_SAG,Jupiter,Sagittarius,173,216,389,0.44,0.56
JU_Z10_CAP,Jupiter,Capricorn,196,183,379,0.52,0.48
JU_Z11_AQU,Jupiter,Aquarius,74,71,145,0.51,0.49
JU_Z12_PIS,Jupiter,Pisces,25,40,65,0.38,0.62
MA_Z01_ARI,Mars,Aries,140,173,313,0.45,0.55
MA_Z02_TAU,Mars,Taurus,93,94,187,0.5,0.5
MA_Z03_GEM,Mars,Gemini,110,73,183,0.6,0.4
MA_Z04_CAN,Mars,Cancer,79,107,186,0.42,0.58
MA_Z05_LEO,Mars,Leo,76,103,179,0.42,0.58
MA_Z06_VIR,Mars,Virgo,62,80,142,0.44,0.56
MA_Z07_LIB,Mars,Libra,74,72,146,0.51,0.49
MA_Z08_SCO,Mars,Scorpio,105,118,223,0.47,0.53
MA_Z09_SAG,Mars,Sagittarius,124,145,269,0.46,0.54
MA_Z10_CAP,Mars,Capricorn,105,109,214,0.49,0.51
MA_Z11_AQU,Mars,Aquarius,134,142,276,0.49,0.51
MA_Z12_PIS,Mars,Pisces,69,102,171,0.4,0.6
ME_Z01_ARI,Mercury,Aries,100,90,190,0.53,0.47
ME_Z02_TAU,Mercury,Taurus,81,105,186,0.44,0.56
ME_Z03_GEM,Mercury,Gemini,103,110,213,0.48,0.52
ME_Z04_CAN,Mercury,Cancer,79,101,180,0.44,0.56
ME_Z05_LEO,Mercury,Leo,75,112,187,0.4,0.6
ME_Z06_VIR,Mercury,Virgo,87,106,193,0.45,0.55
ME_Z07_LIB,Mercury,Libra,105,105,210,0.5,0.5
ME_Z08_SCO,Mercury,Scorpio,122,116,238,0.51,0.49
ME_Z09_SAG,Mercury,Sagittarius,119,109,228,0.52,0.48
ME_Z10_CAP,Mercury,Capricorn,90,123,213,0.42,0.58
ME_Z11_AQU,Mercury,Aquarius,112,131,243,0.46,0.54
ME_Z12_PIS,Mercury,Pisces,98,110,208,0.47,0.53
MO_Z01_ARI,Moon,Aries,97,112,209,0.46,0.54
MO_Z02_TAU,Moon,Taurus,98,106,204,0.48,0.52
MO_Z03_GEM,Moon,Gemini,89,110,199,0.45,0.55
MO_Z04_CAN,Moon,Cancer,97,103,200,0.48,0.52
