PlanetAspectCountRange,Planet,Aspect,CountRange,Buy,Sell,DaysN,BuyDays%,SellDays%
"CE_a0_(0,4]",Ceres,Conjunction,"(0,4]",221,256,477,0.46,0.54
CE_a0_0,Ceres,Conjunction,0,950,1062,2012,0.47,0.53
"CE_a103_(0,1]",Ceres,BiSeptile,"(0,1]",378,422,800,0.47,0.53
"CE_a103_(1,6]",Ceres,BiSeptile,"(1,6]",80,91,171,0.47,0.53
CE_a103_0,Ceres,BiSeptile,0,713,805,1518,0.47,0.53
"CE_a120_(0,1]",Ceres,Trine,"(0,1]",338,399,737,0.46,0.54
"CE_a120_(1,4]",Ceres,Trine,"(1,4]",78,99,177,0.44,0.56
CE_a120_0,Ceres,Trine,0,755,820,1575,0.48,0.52
"CE_a135_(0,1]",Ceres,SesquiSquare,"(0,1]",341,366,707,0.48,0.52
"CE_a135_(1,4]",Ceres,SesquiSquare,"(1,4]",79,95,174,0.45,0.55
CE_a135_0,Ceres,SesquiSquare,0,751,857,1608,0.47,0.53
"CE_a144_(0,1]",Ceres,BiQuintile,"(0,1]",290,305,595,0.49,0.51
"CE_a144_(1,5]",Ceres,BiQuintile,"(1,5]",92,120,212,0.43,0.57
CE_a144_0,Ceres,BiQuintile,0,789,893,1682,0.47,0.53
"CE_a150_(0,1]",Ceres,Quincunx,"(0,1]",315,363,678,0.46,0.54
"CE_a150_(1,5]",Ceres,Quincunx,"(1,5]",50,57,107,0.47,0.53
CE_a150_0,Ceres,Quincunx,0,806,898,1704,0.47,0.53
"CE_a180_(0,3]",Ceres,Opposition,"(0,3]",191,218,409,0.47,0.53
CE_a180_0,Ceres,Opposition,0,980,1100,2080,0.47,0.53
"CE_a30_(0,1]",Ceres,SemiSextile,"(0,1]",400,458,858,0.47,0.53
"CE_a30_(1,4]",Ceres,SemiSextile,"(1,4]",131,150,281,0.47,0.53
CE_a30_0,Ceres,SemiSextile,0,640,710,1350,0.47,0.53
"CE_a36_(0,1]",Ceres,SemiQuintile,"(0,1]",373,421,794,0.47,0.53
"CE_a36_(1,5]",Ceres,SemiQuintile,"(1,5]",182,205,387,0.47,0.53
CE_a36_0,Ceres,SemiQuintile,0,616,692,1308,0.47,0.53
"CE_a45_(0,1]",Ceres,SemiSquare,"(0,1]",442,478,920,0.48,0.52
"CE_a45_(1,5]",Ceres,SemiSquare,"(1,5]",183,186,369,0.5,0.5
CE_a45_0,Ceres,SemiSquare,0,546,654,1200,0.46,0.55
"CE_a60_(0,1]",Ceres,Sextile,"(0,1]",362,412,774,0.47,0.53
"CE_a60_(1,4]",Ceres,Sextile,"(1,4]",93,94,187,0.5,0.5
CE_a60_0,Ceres,Sextile,0,716,812,1528,0.47,0.53
"CE_a72_(0,1]",Ceres,Quintile,"(0,1]",368,411,779,0.47,0.53
"CE_a72_(1,4]",Ceres,Quintile,"(1,4]",48,59,107,0.45,0.55
CE_a72_0,Ceres,Quintile,0,755,848,1603,0.47,0.53
"CE_a90_(0,1]",Ceres,Square,"(0,1]",282,304,586,0.48,0.52
"CE_a90_(1,5]",Ceres,Square,"(1,5]",39,56,95,0.41,0.59
CE_a90_0,Ceres,Square,0,850,958,1808,0.47,0.53
"CH_a0_(0,3]",Chiron,Conjunction,"(0,3]",111,170,281,0.4,0.6
CH_a0_0,Chiron,Conjunction,0,1060,1148,2208,0.48,0.52
"CH_a103_(0,1]",Chiron,BiSeptile,"(0,1]",334,414,748,0.45,0.55
