PlanetDecan,Planet,Decan,Buy,Sell,DaysN,BuyDays%,SellDays%
CE_Z01_1ARI,Ceres,AriesD1,15,10,25,0.6,0.4
CE_Z01_2ARI,Ceres,AriesD2,20,6,26,0.77,0.23
CE_Z01_3ARI,Ceres,AriesD3,9,16,25,0.36,0.64
CE_Z02_1TAU,Ceres,TaurusD1,11,15,26,0.42,0.58
CE_Z02_2TAU,Ceres,TaurusD2,10,17,27,0.37,0.63
CE_Z02_3TAU,Ceres,TaurusD3,36,45,81,0.44,0.56
CE_Z03_1GEM,Ceres,GeminiD1,63,69,132,0.48,0.52
CE_Z03_2GEM,Ceres,GeminiD2,36,44,80,0.45,0.55
CE_Z03_3GEM,Ceres,GeminiD3,5,21,26,0.19,0.81
CE_Z04_1CAN,Ceres,CancerD1,10,14,24,0.42,0.58
CE_Z04_2CAN,Ceres,CancerD2,7,16,23,0.3,0.7
CE_Z04_3CAN,Ceres,CancerD3,15,7,22,0.68,0.32
CE_Z05_1LEO,Ceres,LeoD1,47,56,103,0.46,0.54
CE_Z05_2LEO,Ceres,LeoD2,70,74,144,0.49,0.51
CE_Z05_3LEO,Ceres,LeoD1,19,31,50,0.38,0.62
CE_Z06_1VIR,Ceres,VirgoD1,21,27,48,0.44,0.56
CE_Z06_2VIR,Ceres,VirgoD2,14,34,48,0.29,0.71
CE_Z06_3VIR,Ceres,VirgoD3,23,31,54,0.43,0.57
CE_Z07_1LIB,Ceres,LibraD1,36,24,60,0.6,0.4
CE_Z07_2LIB,Ceres,LibraD2,9,13,22,0.41,0.59
CE_Z07_3LIB,Ceres,LibraD3,15,7,22,0.68,0.32
CE_Z08_1SCO,Ceres,ScorpioD1,9,14,23,0.39,0.61
CE_Z08_2SCO,Ceres,ScorpioD2,13,12,25,0.52,0.48
CE_Z08_3SCO,Ceres,ScorpioD3,8,19,27,0.3,0.7
CE_Z09_1SAG,Ceres,SagittariusD1,70,90,160,0.44,0.56
CE_Z09_2SAG,Ceres,SagittariusD2,54,53,107,0.5,0.5
CE_Z09_3SAG,Ceres,SagittariusD3,11,17,28,0.39,0.61
CE_Z10_1CAP,Ceres,CapricornD1,10,16,26,0.38,0.62
CE_Z10_2CAP,Ceres,CapricornD2,12,13,25,0.48,0.52
CE_Z10_3CAP,Ceres,CapricornD3,16,9,25,0.64,0.36
CE_Z11_1AQU,Ceres,AquariusD1,13,13,26,0.5,0.5
CE_Z11_2AQU,Ceres,AquariusD2,10,17,27,0.37,0.63
CE_Z11_3AQU,Ceres,AquariusD3,36,37,73,0.49,0.51
CE_Z12_1PIS,Ceres,PiscesD1,73,66,139,0.53,0.47
CE_Z12_2PIS,Ceres,PiscesD2,49,46,95,0.52,0.48
CE_Z12_3PIS,Ceres,PiscesD3,15,12,27,0.56,0.44
CH_Z01_1ARI,Chiron,AriesD1,517,557,1074,0.48,0.52
CH_Z01_2ARI,Chiron,AriesD2,235,289,524,0.45,0.55
CH_Z12_3PIS,Chiron,PiscesD3,138,165,303,0.46,0.54
JN_Z01_1ARI,Juno,AriesD1,14,19,33,0.42,0.58
JN_Z01_2ARI,Juno,AriesD2,11,10,21,0.52,0.48
JN_Z01_3ARI,Juno,AriesD3,4,18,22,0.18,0.82
JN_Z02_1TAU,Juno,TaurusD1,10,13,23,0.43,0.57
JN_Z02_2TAU,Juno,TaurusD2,8,18,26,0.31,0.69
JN_Z02_3TAU,Juno,TaurusD3,70,81,151,0.46,0.54
JN_Z03_1GEM,Juno,GeminiD1,21,29,50,0.42,0.58
JN_Z03_2GEM,Juno,GeminiD2,12,10,22,0.55,0.45
JN_Z03_3GEM,Juno,GeminiD3,10,11,21,0.48,0.52
JN_Z04_1CAN,Juno,CancerD1,7,14,21,0.33,0.67
JN_Z04_2CAN,Juno,CancerD2,13,7,20,0.65,0.35
JN_Z04_3CAN,Juno,CancerD3,12,9,21,0.57,0.43
